id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah
CdVmjW9I7WuUBKk5k3fEsU384Oytd9j6bhVFmB51GDD4NminYZJUzR60W3ibX_lkgKZOTA==,Kab. Kapuas,Prov. Kalimantan Tengah,,STIH Kuala Kapuas ,Alih Bentuk,Sekolah Tinggi Ilmu Hukum Kuala Kapuas,Swasta,1,
TtW1kkfUhrUQJ0vHDDn5EgUkcVehvTgdOHs_CbAqx6c25W8-MNaT_xO6VS_A_6GJ-U4V0g==,Kota Medan,Prov. Sumatera Utara,Unggul,UMSU,Aktif,Universitas Muhammadiyah Sumatera Utara,Swasta,46,300.000 - 60.000.000
5tJrimwGDQ2VXNZtkjbO1GLz2FH54VVjvTVaZH1AL4rw6gmhknmQstkS5YTeTdaOguodoA==,Kab. Grobogan,Prov. Jawa Tengah,,,Alih Bentuk,STIKES An-Nur Purwodadi,Swasta,5,
bIE2hL_lUkNGx-v7b2CUy50l3xJ9NBc-gmkNNWlVNycwrg1aHk-4iWK0Hd4ZOd_RlRh-dA==,Kota Cilegon,Prov. Banten,Baik,STIT AK,Aktif,STIT Al-Khairiyah Citangkil Cilegon,Agama,2,
1y83f63yRkso_k3pS_0VsQ1oIloqgWPmCPdLKA0A_UjbSGuhoFrggGGHjnnTDbo8a3MyTw==,Kota Bandung,Prov. Jawa Barat,,UNIPI,Aktif,Universitas Persatuan Islam,Swasta,7,3.000.000 - 4.500.000
eWrdtCewvn2M27QFAqVD455sc_nq2vq91N-6bo8dCqoV1yzfw9CuUSdAfwwxG2d_-Aosxg==,Kab. Merangin,Prov. Jambi,,,Alih Bentuk,Sekolah Tinggi Ilmu Hukum YPM,Swasta,1,
pLtXwGuM70mjcFlJHQCxWc78lSANu2DjRKT00nSRZfBssJCWCUqDKjdSVvyNuJ2S6JhPEw==,Kab. Maluku Tengah,Prov. Maluku,,STIH,Aktif,Sekolah Tinggi Ilmu Hukum Said Perintah,Swasta,1,
uUEw7fghUICL78-Gqz9OV0MvICKxD2bqryetaWnaLcrB_UzNcKmLpcTYGQu52mJ5dSXzAg==,Kab. Fak-Fak,Prov. Papua Barat,Baik,STT GPI PAPUA,Aktif,STT Gereja Protestan Indonesia (GPI) Papua,Agama,2,
-T5a7qJgMCEeffsoHkBzCw22f2_2WWWfOvjIYMDkmGr5KH83zNvp4Ega1Gu3qwnBB71Fig==,Kota Bukittinggi,Prov. Sumatera Barat,Baik Sekali,UFDK,Aktif,Universitas Fort De Kock,Swasta,18,2.750.000 - 10.995.000
hWny0k02P4syQEe29BOEKFgzGaHHlr3Pb03E7g_CRFPjbxXK2_qHWtatHShQE471m7fwnA==,Kab. Seram Bagian Timur,Prov. Maluku,,,Aktif,"STAI Seram Timur Geser, Maluku",Agama,2,
OtXi3jJKPJsPqX-B-9i58EuQ0DJdO_ymB83ZtpXi_8F-mp6j2sVWo8lhv_Dx12mZ3TcY9w==,Kota Pontianak,Prov. Kalimantan Barat,Baik,AKUB Pontianak,Aktif,Akademi Keuangan Dan Perbankan Grha Arta Khatulistiwa Pontianak,Swasta,1,
sqr0ohXU4SLu6nQFaBFTthlE11qHhzCiZJGY4gmGGbZjb5uB2r7fg3FBynBtHMFt3ggakQ==,Kab. Boyolali,Prov. Jawa Tengah,Baik,STIKes Estu Utomo,Aktif,STIKES Estu Utomo,Swasta,7,1.345.000 - 9.000.000
vpEbB_qfiTXiqbSIYqFoMHva8TUnWNClxMkHubLHtN0aw0obY2XgB8XlFHbZgHNDF_wLRQ==,Kota Medan,Prov. Sumatera Utara,,STIH Al-Hikmah,Tutup,Sekolah Tinggi Ilmu Hukum Al-hikmah,Swasta,1,
W4764ol7__-OH-e8mmueQRGGGL4IQICcjpQecfV8wooFFzbJ4Ts6F0HE6weq3ZDRyi0eAA==,Kota Bukittinggi,Prov. Sumatera Barat,,STPN,Alih Bentuk,STIKES Prima Nusantara,Swasta,6,
U3ffXJbFW4Vn7sjDgXVuNUBfXMnk8hlkubrHfsWOTwQoKVkzho4C7A7KhA4gOz_uyN1jRA==,Kab. Semarang,Prov. Jawa Tengah,Baik,STT KAO,Aktif,Sekolah Tinggi Teologi Kristus Alfa Omega,Agama,5,
riDWBOHBNwupc5ZP-rCp2JfSjm99f1duSwFUJXnMRkIi-KLQDiTSOO5Gg-cqjMNxBch3UQ==,Kab. Dompu,Prov. Nusa Tenggara Barat,Baik,STAI AL-AMIN DOMPU,Aktif,Sekolah Tinggi Agama Islam Al-Amin Dompu NTB,Agama,4,700.000 - 2.400.000
Gj_qCKIb_dXyTFrPE48zFNd01d1GNvKxOTuyorbxTy9x5A2QZvsZGr-MGS8HWTqfEpwZAg==,Kab. Tuban,Prov. Jawa Timur,Baik,Poltana Mapena,Aktif,Politeknik Pertanian dan Peternakan Mapena,Swasta,3,550.000 - 1.200.000
V-7Ng8B6p4nRjaPnYFgcs3T5GMo1L6kckzUvQ3hFCNgi5aimH3lrozypPbym054fLtuQmQ==,Kota Tebing Tinggi,Prov. Sumatera Utara,B,,Aktif,Sekolah Tinggi Ilmu Ekonomi Bina Karya,Swasta,4,2.250.000 - 3.000.000
nItWOpYs0EvDFYZ6OaWi_BmK8mMyWswM6HMfqxbHh5CkGsTSefp7X46f1A0yJZQkhVlzqA==,Kab. Asahan,Prov. Sumatera Utara,,,Aktif,Universitas Royal,Swasta,7,
9_aBkbnmvFTMheRCoLunLHiJdt3oQti0xGAr9Do4eLZCgBXDtbMBOVKdU1pX-b-bZQNzYg==,Kab. Kampar,Prov. Riau,Baik Sekali,,Aktif,Universitas Pahlawan Tuanku Tambusai,Swasta,26,2.530.000 - 8.000.000
Xn4Ac2qyWOvTXyn90wJofkhbryDA1O8Uoi6Bxo1WXJw2s2cYYBsxnV-Z-xTiVsA-uRCFrg==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,,STIE MBI,Alih Bentuk,STIE Manajemen Bisnis Indonesia,Swasta,2,
MVsO0bdlrDqgfTth5sye429LGMCI_aLazZ0xBNYrKoY5xPFcYjr91YxJNcq1QjBa2Jcy0Q==,Kab. Tebo,Prov. Jambi,,STIT TEBO,Alih Bentuk,STIT Kabupaten Tebo,Agama,8,
cmfJsVRnFzMWUJe19W5pi7U5mXlBQGNzLyeDlD_ynV34Qoht-zIYCpVkpP_PtqJKYkZnUg==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,ASM BSI JAKARTA,Alih Bentuk,Akademi Sekretari Dan Manajemen BSI Jakarta,Swasta,2,
Iu0qgYQVz1fcZOMUYOixKy19a_EL-S46fZyyACSpGcVC2K0x060FzRTxlcO4GfZCXf3RFA==,Kota Makassar,Prov. Sulawesi Selatan,Baik,STIE-TDN,Aktif,Sekolah Tinggi Ilmu Ekonomi Tri Dharma Nusantara,Swasta,2,500.000 - 2.000.000
2sPAtq4z426W1Zig1nVvsXYEq6_T_6e_S0YMms2rhFOrOO9mTDwdmmOk1NicLtuReiEB_w==,Kab. Labuhan Batu,Prov. Sumatera Utara,,Akper Pemkab Labuhan,Aktif,Akademi Keperawatan Pemkab Labuhan Batu,Kedinasan,1,
lQISL202RIsvL7wlGKz5Fhi69ZKcX8QwA7fnrOWJTQFGYMkWXKhjAv21wjHt6LbSaQtE8g==,Kota Surabaya,Prov. Jawa Timur,,UNIPRA,Aktif,Universitas W R Supratman,Swasta,12,3.000.000 - 4.300.000
GNfMX8Rsfkp2-qG3_t7qbK6U2Xo1kFtTQ17pFNZ7ezygL2BbVnnzvbulFk_CcQSkzTUbiA==,Kota Gunung Sitoli,Prov. Sumatera Utara,,STT SN,Aktif,Sekolah Tinggi Teologi Syalom Nias,Agama,3,
QOck1CDiGPQvMZC9mEFhzTWR_Br-u8j1SBL30qBpv98F2kOcr1TXGp8WcYRWCBQgCIkUOg==,Tidak Diisi,Prov. Nusa Tenggara Timur,,,Aktif,Sekolah Tinggi Teologi Arta Wacana Kupang,Agama,2,
mjPngD3XPXpqvyDQnBIbn2Qs_YEmmphNQQ9gjcL6SSD6Rz5EOvF_yQOoI6oYWyGrOLjVMA==,Kab. Banyuwangi,Prov. Jawa Timur,,STES Ihya' Ulumiddin,Aktif,"Sekolah Tinggi Ekonomi Syariah Ihya Ulumiddin, Banyuwangi Jawa Timur",Agama,1,
28CAItXjH-BCX7cPSEvE4BkCMPmMNjXWyR9CHt6HhMP3Xb89mKu1UFCEOXsOq3BtpAYplw==,Kab. Seruyan,Prov. Kalimantan Tengah,Baik,POLTES,Aktif,Politeknik Seruyan,Swasta,4,2.400.000 - 3.000.000
oI7Z_GQbXfU9O7xIYZ3aB0sp2X_49t1naGyv4E60Zn4quC0eGD37CBUEYXNeLxODmODKMA==,Kota Batam,Prov. Kepulauan Riau,Baik,,Aktif,STT IKAT di Batam,Agama,2,2.000.000 - 3.000.000
gufJApWpki7W2tDOXU3yWP4uTCeR6HcAP__HaE8e4TLpEGAE1Zfgfu02Lo7TPys_G9vDSw==,Kab. Lingga,Prov. Kepulauan Riau,,STISIP BTM,Aktif,STISIP Bunda Tanah Melayu ,Swasta,2,
u5WJB1Y98-8HIq1lTDIxGD_1rw8Vh7K7fWMAihVV7MSt4GgCk6dyKhMkCALW9Vg8yt22vg==,Kab. Pasaman Barat,Prov. Sumatera Barat,Baik,AKBID PASBAR,Aktif,Akademi Kebidanan Pasaman Barat,Swasta,1,4.350.000 - 4.350.000
kRq0C-4VpesTPHA5O_KQORZENvAFxJ6fuGSqfdzq6nr2BIdLWtjDbgh5YPLA_oZMrz0-HA==,Kota Surabaya,Prov. Jawa Timur,Baik,STIDKI Ar Rahmah,Aktif,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Ar-rahmah Surabaya,Agama,1,
JFSKuaw5EpdYb38bnYi6X4K-qEHFm-4yhvbSIyFvB1j02RCFQxZR0Cb3AxGjevx0ckfCDQ==,Kab. Cirebon,Prov. Jawa Barat,,STIES KHAS AL JAELAN,Aktif, Sekolah Tinggi Ilmu Ekonomi Syariah Khas Al Jaelani,Agama,1,
xv93ZAdqj73l8Lmc--m8x7bmhftFyIWHNAedHR6t8XXUOYsDP6DrWuKJ7rJ0iPw1hkaTGA==,Kota Mataram,Prov. Nusa Tenggara Barat,,AKPAR Mataram,Alih Bentuk,Akademi Pariwisata Mataram,Swasta,2,
0U3ePfnzmtXySmZqWgfKuGG1ngniKOAJ2RGGE609qKus9aqR3VIvaIyukW0jEcbRiyvXOg==,Kab. Humbang Hasudutan,Prov. Sumatera Utara,,,Alih Bentuk,Akademi Keperawatan Teladan Bahagia,Swasta,1,
5KMFjvCjtyIye9wmksu5vNnnByvmfnYBVYoFNJQehSoGK0AVz64U4f4hrFJry_Bc0KkGVg==,Kota Makassar,Prov. Sulawesi Selatan,Baik,UNITAMA,Aktif,Universitas Teknologi Akba Makassar,Swasta,7,200.000 - 9.085.000
nqsDXb2s_FGW20u5EDaMYqgkmcjlKYvzOs4-FupoDaNbuepnnR2K3loLckJ7M4Oof3Y35g==,Kota Yogyakarta,Prov. D.I. Yogyakarta,Baik,STIKES Al-Islam ,Aktif,STIKES AL-Islam Yogyakarta,Swasta,3,2.000.000 - 7.750.000
hGbfzTq9c3_WvF7m9Jfi8q6P-Cnd4hOCpS44vgCiuIAiPMe2qSIfcjCvj6Q2BTDD682UYA==,Kab. Sleman,Prov. D.I. Yogyakarta,B,,Aktif,Sekolah Tinggi Bahasa Asing LIA Yogyakarta,Swasta,2,4.000.000 - 4.500.000
MSbdpr5dKG9Aqm3W8Jx2BgHJF2v2fFRhXinU2oChvXiyFz5vMQBlAIe7Ph1mJYABN6RrIQ==,Kota. Kotamobagu,Prov. Sulawesi Utara,Baik,UDK,Aktif,Universitas Dumoga Kotamobagu,Swasta,6,2.500.000 - 2.750.000
6rvsSTx3m6oGyAazkEU3g8Csm30mS6v9fC9GNVKqRLXHJgO_nivRnagO2wmMeHCvfQXn3w==,Kota Palu,Prov. Sulawesi Tengah,,IAIN Palu,Alih Bentuk,STAIN Datokarama Palu,Agama,18,
JCEIkM8JKxUibfURLKJeyg0MZZ9we9zxIStRPsEkWMTvp-EYi_K1Zs7IqL_L2PrEWzITaA==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,,APIKES BHUMI HUSADA,Aktif,Akademi Perekam Medis Dan Infokes Bhumi Husada,Swasta,1,3.300.000 - 7.300.000
rWEVzczSxSZ-5U9GWbQZRbDMiJxcXmrQiDwKiVJ2n_MmriyDxC74qHmlCxYIhZEdLhJ5kw==,Kab. Kepulauan Sula,Prov. Maluku Utara,Baik,STAI BABUSSALAM SULA,Aktif,STAI Babussalam Sula Maluku Utara,Agama,4,
yt1t-byTzRFyQLAmpYF5FqLmplpPjWqYdCDS01nm7YopeMmrWCkd2a9StwZIJ8BytfD21A==,Kota Depok,Prov. Jawa Barat,,STIKES PID,Aktif,Sekolah Tinggi Ilmu Kesehatan Pelita Ilmu Depok,Swasta,4,6.250.000 - 12.000.000
8Va-HQibLxmjEgzY-5W7G0p5kCyOVUFvgb2Raxm0dgnu-0VJLf2BVTnfgf63FZumdPu4ig==,Kota Bogor,Prov. Jawa Barat,,STIE Kesatuan,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Kesatuan,Swasta,5,
4hzQ_pqQF2vIQ7roNaPSxJzv0JTHxxId8lqvio7H5jAnm7bn_c8K8dC702NfcB9ereH8tw==,Kab. Ngawi,Prov. Jawa Timur,,,Aktif,STKIP PGRI Ngawi,Swasta,5,
1Y99vO2I3IshG82AqMFl1cQ_JAbXR6zvhiL7R9MdtMhiOdY7euxLg-9MeFTMV3dD9p7RSQ==,Kota Makassar,Prov. Sulawesi Selatan,Unggul,UMI,Aktif,Universitas Muslim Indonesia,Swasta,59,1 - 5.000.000
kNCitDN5-ih8ROMIswTuBqQe0aTj23AwtP8HUgCRo_1X21-gTt6ooU65USdNvQm8w9QC1Q==,Kab. Biak Numfor,Prov. Papua,,ATB,Aktif,Akademi Teknik Biak,Swasta,4,2.300.000 - 2.300.000
c87ZN4HhKqrqKWKyqV2orP7b2N88GkXpQk972wS1TPWvkiKhZM_Ml0D4jvwfGw1touHAMg==,Kab. Sleman,Prov. D.I. Yogyakarta,Unggul,UII,Aktif,Universitas Islam Indonesia,Swasta,72,9.000.000 - 9.000.000
iHpVMdy4fNjus8JAdZgWlV1An7CoGbBE7UqoLIJ34_SUNlmHSnlRcaQGODsfRpxAdcrNIQ==,Kab. Lombok Utara,Prov. Nusa Tenggara Barat,Baik,STKIP HAMZAR,Aktif,STKIP Hamzar,Swasta,2,2.400.000 - 3.750.000
j-4L4DCyKWSPQwRCYX24IVPntU6weEcPK9aaGPKtxk8NwsUEnHTBe049TeGlyLMta8cYUA==,Kab. Pangandaran,Prov. Jawa Barat,Baik,PKPP,Aktif,Politeknik Kelautan dan Perikanan Pangandaran,Kedinasan,3,100.000 - 100.000
UiLKWljrgSuSXl3RF6eUVWhpIPhCZDM8hSYzUYmvIJvuHiOrhUfwB-2MsnmYW3Va22peqQ==,Kab. Serang,Prov. Banten,Baik,STAK Cilegon,Aktif,Sekolah Tinggi Analis Kimia Cilegon,Swasta,2,
jfMm8eC8fZmzEzsX_3cIIDQ3MdLjkH33NV3uvG-Oeknbj4bE6qGbk3Qyg4zqmptYR8ZIMQ==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,B,Akper HMH,Alih Bentuk,Akademi Keperawatan Hermina Manggala Husada,Swasta,1,
sP_aEmh1QeMMzgqADExDXv6S66QIJVPpSnxlgRemimZvx02ghA2R_0-tTxZPzj_TzRoKmQ==,Kab. Tulungagung,Prov. Jawa Timur,B,UBHI,Aktif,Universitas Bhinneka PGRI,Swasta,13,2.325.000 - 3.850.000
ETaN2_bnTq6PZAx3eTJq-HQjtmZi9JyVixPNNdCXC1WIfKBjAmN0hl2QV8zJYk0KaYE6Qw==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,,Alih Bentuk,Akademi Keperawatan Royhan,Swasta,1,
poszDt-2KtGke48D2x9qtFtESX3Osx_aMADhf23Mf0MGcyKl0vUAj9G3Fx1YXmf2yAuMUA==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Baik Sekali,STMI Jakarta,Aktif,Politeknik STMI Jakarta,Kedinasan,5,
fi8OsOKWLa07-hR2UfrEW2uGrKQd_5VFThTfvzWjWfyKG1Zi3ZVAhgjnMb5f9rS9Cis66w==,Kab. Pasuruan,Prov. Jawa Timur,Baik,STAI AL-YASINI,Aktif,STAI Al-Yasini Pasuruan,Agama,3,1.200.000 - 1.200.000
oCSi3GN0spEaDP4AwGeoAVnMkEUnhkktao6952J-oMvHI_ouUTlszjea0AGmnB62w8jbEQ==,Kab. Bone,Prov. Sulawesi Selatan,Baik,UNSIMA,Aktif,Universitas Sipatokkong Mambo,Swasta,12,2.400.000 - 2.400.000
mA1yshVhB0fqHZgWLQLU53J-NYaPz588nX9zjR8CC03sU8BaQZOT_9tYvtT09hcTL2IgYw==,Kab. Ende,Prov. Nusa Tenggara Timur,Baik,STIPAR Ende,Aktif,STIPAR Ende ,Agama,3,
nwA27mtuaN4BVjrSJYfamEr7BRpxNLsfiee272bUynAmWVNUrRdNczvSbe5OXHRwsrrCVg==,Kota Tangerang,Prov. Banten,,STT YUPPENTEK,Alih Bentuk,Sekolah Tinggi Teknologi Yupentek,Swasta,3,
zP1UU2pgefUEUq7aH2k1HIWQ37YH1ZuY_Flnl8pRLbHUfmQe5jWS5Fyl3vQDvJ0NmGC8KQ==,Kab. Wonogiri,Prov. Jawa Tengah,,STT Lutheran ,Aktif,Sekolah Tinggi Teologi Lutheran Yogya,Agama,1,
atcCa3wPBb0iWJ-foh80EIk8ymv9ENgQqe_0S9RDs2wPN8EG31zWfpp-G1QxTIgwBn3GPA==,Kota Banda Aceh,Prov. Aceh,Baik,YSB,Aktif,Sekolah Tinggi Ilmu Kesehatan Sihat Beurata Banda Aceh,Swasta,3,2.500.000 - 3.500.000
vA9iDKnsbIpZ053eFqMz-hktowbeCv1FUXeA75ttR2_UI9kzSLHbEZVmaWeAkWRULwOGgw==,Kab. Tana Toraja,Prov. Sulawesi Selatan,Baik,UKI TORAJA,Aktif,Universitas Kristen Indonesia Toraja,Swasta,18,2.500.000 - 2.500.000
77Bpu28k8SZwlks-Pc0P67HR4lkzO13N4xLfD1QMcb9x2XswQ7yNkh-kOeyaJPvhV056_A==,Kab. Sumenep,Prov. Jawa Timur,Baik,STIQNIS,Aktif,Sekolah Tinggi Ilmu Al-Qur'an Nurul Islam,Agama,1,
MW2WEEFdJGe07n00-oWy4lCYGih2k3Wrey8t_KHCLtqanDCs2lPCwd4LfhIO829vn5Yzyg==,Kab. Kediri,Prov. Jawa Timur,B,STIKES KH KEDIRI,Aktif,STIKES Karya Husada Kediri,Swasta,9,5.000.000 - 6.265.000
bPvkrLI5Tmm-a868k8NnQvcGGhA26rM_4cqb7F1aKtq258HbP98QKq_HUjyNCQ1CZCAogA==,Kota Pekanbaru,Prov. Riau,Baik,STT STAR,Aktif,STT ARASTAMAR RIAU,Agama,2,
wmfbq1H5DH0DimMum3jyOq62eZWKc9v2AyCjZwx0tfQU6UWvANUxBRdwkISR-AUKZzjdnA==,Kab. Kudus,Prov. Jawa Tengah,,POLTEKKU,Aktif,Politeknik Kudus,Swasta,3,
4Yyj4-kFYiiWiPOSsxo_tIiTsVvjN5caD5_CC0XmZhf-1EnM0oLV2Pvep_SPtLMiTPI-HA==,Kota Semarang,Prov. Jawa Tengah,Baik Sekali,STIKES Telogorejo,Aktif,STIKES Telogorejo Semarang,Swasta,9,
J_EKnH5bWcewIHSdVi4vJwy6-Or5X92xkHmTVFTQk6e4ra0noXONLKWr_H1oi1k8OnA6pw==,Kota Jakarta Barat,Prov. D.K.I. Jakarta,,,Aktif,Sekolah Tinggi Seni Musik Cantata Jakarta,Agama,1,
12JBIlhTtFvVEXS3-b6nk-XvhBHEtAw-fDYujlF2gBcuq6Q6fGGHnPTMaZp1p_wNHHhw5A==,Kab. Pamekasan,Prov. Jawa Timur,Baik,IAI-MU,Aktif,Institut Agama Islam Miftahul Ulum Pamekasan,Agama,6,
K8ndXO5E6btkdfNoWpC_rJftVBsn2vAxgzNnemLNVzQxip5axELWDJ7AiS1RV0FZu19ckA==,Kab. Enrekang,Prov. Sulawesi Selatan,,,Aktif,Akademi Kebidanan Sumber Kasih Enrekang,Swasta,1,
Kxrhs43--7aQIqhcIg9MWZVq7tPaD3fp6vZZXkNkqlM95PSWVnYHcvwFK_6bKTenq3i9nQ==,Kota Batam,Prov. Kepulauan Riau,,IAI-AS,Aktif,Institut Agama Islam Abdullah Said Batam ,Agama,6,
TJOdHEBWAlehX49E1JJiON-Lfyzu88MK9WuHD9IsXtW3NWaPbtrGX2SanH5n9dzCb-PW_w==,Kota Salatiga,Prov. Jawa Tengah,,STAIN Salatiga,Alih Bentuk,STAIN Salatiga,Agama,13,
LjgUht7IRKtviciCfLVB-ny4WFp44I5Lqcp8IEDvnmKemdVcZRVt1ru-UBqI-zIR6REQ3A==,Kab. Kendal,Prov. Jawa Tengah,,STIESS,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Selamat Sri Kendal,Swasta,2,
bmbTaT3QEUNLgHia4tQmzSEdbypd4jP885nT1lfF0LE7TQ9upUgx1XipKAtSR39V3n-npg==,Kab. Gowa,Prov. Sulawesi Selatan,Unggul,UINAM,Aktif,Universitas Islam Negeri Alauddin Makassar,Agama,70,280.000 - 237.900.000
-FHcS_U64TBsKmI94U_cPiJWVqtRoCocyMbNjzuETaSNKTwL9KsyMlK4dY7rWe3WYfksaw==,Kota Palembang,Prov. Sumatera Selatan,Baik,AKUBANK ,Aktif,Akademi Keuangan Dan Perbankan Mulia Darma Pratama,Swasta,2,1.850.000 - 1.850.000
pQ3nAtJJQVvz8RlFFSrexo4kPFRC0pK2bar3A5K-chclRPuaYe5MZA0fY2lOBtVL4FlnIg==,Kab. Gresik,Prov. Jawa Timur,B,UISI,Aktif,Universitas Internasional Semen Indonesia,Swasta,11,
CtzSovQ1MeBr7km6H420HVBD1Fl_T7lw9GN0iMBf2EW7EQi8Xzu-DP4PKd4ZyOMWKTyIMw==,Kota Pagar Alam,Prov. Sumatera Selatan,,,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Lembah Dempo,Swasta,2,
nRXUgcc7NbAd7uXXDOLhJl6B9pkMAFuHm6eRtsG5hNySETYEaygINTwfkRKo1atmZ97X1w==,Kab. Bogor,Prov. Jawa Barat,,STMIK Triguna Utama,Tutup,STMIK Triguna Utama,Swasta,2,
yUoUeb4jJNBqXt1BzdOQZVx9C3Wbol1jpcuaI04d1tjXJrzpKFFboqcDej6PejMolfOfMw==,Kota tangerang Selatan,Prov. Banten,,IULI,Aktif,Universitas Lintas Internasional Indonesia,Swasta,12,
OQRHnJV6pwGdrcX_XiWfQTeboNDQZK7Cs2sS616ilZS4GV6cGSBqqON3G4-bRF9FPNYsvQ==,Kab. Bireuen,Prov. Aceh,B,umuslim,Aktif,Universitas Almuslim,Swasta,38,2.000.000 - 22.400.000.000.000
zK-TVIUd76pda39cGavfUjwLowBuTQTf6GCr30TBSFkjvXA9-jMJiXEY9GRba0Ad2fXTqQ==,Kab. Aceh Utara,Prov. Aceh,B,UNIMAL,Aktif,Universitas Malikussaleh,Negeri,49,75.000 - 6.500.000
HMZLW9HLuVJMULDkCxWeF-lfD-jfVE2ZP22DiO0_L3AyGQiXdzoXsggWErfXIy5qBXYQeA==,Kab. Garut,Prov. Jawa Barat,B,UNIGA,Aktif,Universitas Garut,Swasta,33,
ijwHe-mZb7B-voMy0-zTDFvLdkEdLeF0_g913P559r66SCjIzakHXnvjpaMswYlwIOfQFg==,Kab. Pasuruan,Prov. Jawa Timur,Baik,IAINU Bangil,Aktif,Institut Agama Islam Nahdlatul Ulama Bangil,Agama,6,
duFN4zgsJj-C8bugVlZyCsd085hAfkbcHiB6-peuYSwsqERQXuVgZnPUpi1gkkBQgbVK5g==,Kab. Bogor,Prov. Jawa Barat,,STAI Al Mukhlisin ,Aktif,STAI Al-Mukhlisin Bogor,Agama,1,600.000 - 2.400.000
OzvJeKGNc4UVt8joPt_6db3xVTDdRG39WdJhVPxbYBBTcsCF9AmcRO3VjcvNmvKgBSVldA==,Kota Batam,Prov. Kepulauan Riau,Baik,ITEBA,Aktif,Institut Teknologi Batam,Swasta,8,1 - 10.000.000
JT3LSHZuoKq0gq4cGZxKtbD2u1wXVZRJA9M_XVjN5Gkx6lm-FEUodxSDNqVhaVjGJHrgDw==,Kab. Banyumas,Prov. Jawa Tengah,Baik,STISA,Aktif,STIKES Ibnu Sina Ajibarang,Swasta,2,2.300.000 - 7.650.000
UqwIyIcdzK9a78l-zeNBaY4NWsges6207Z5hs7VOLEx9yoYpUPcuWRV6Rg1kW2ZdTTttXA==,Kota Sukabumi,Prov. Jawa Barat,Baik,AMIK CBI,Aktif,AMIK Citra Buana Indonesia,Swasta,2,180.000 - 1.800.000
TqW8OcYk0S7ijq1BrAreiwPXJzNiBjVcnmnTx-49_FXnjdOPINaMQK6Cpygcvq1GM-1UaA==,Kota Manado,Prov. Sulawesi Utara,,,Aktif,Universitas Trinita,Swasta,11,500.000 - 5.910.000
-zTmgFMizSzphdFiP5usENXzXgf2sEQwFNUQq-mTFpwPTHMky9OZWtkZvfHGDw0qJUTfKQ==,Kab. Pidie,Prov. Aceh,Baik,STIT AL- HILAL SIGLI,Aktif,STIT PTI Al-Hilal Sigli Kab. Pidie,Agama,3,1.150.000 - 1.500.000
KlzGnylwsCsnMihUTHKscBzA_yEFT0J0MhkLsP39hlvkzVYA7bHIMWK_5J0wKgYFVtvwSg==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,A,STFD,Aktif,Sekolah Tinggi Filsafat Driyarkara,Swasta,4,500.000 - 11.100.000
KMw6gvtvZ-7JmAI8k98Pcd6DKUQL4M8YciF0HDkLUONTSQHgVHgbbinBoApZ04ItpuI1bA==,Kota Pematang Siantar,Prov. Sumatera Utara,Baik,,Aktif,Sekolah Tinggi Ilmu Ekonomi Sultan Agung,Swasta,5,
-J058fDNu1XjjNXQbJ3b-1-XiyMY0xFEUwW2BOxecDIzP-Zmt5xrNu3_tRNM_mtbzrfpow==,Kota Malang,Prov. Jawa Timur,Baik,STIEKMA MALANG,Aktif,Sekolah Tinggi Ilmu Ekonomi Kertanegara,Swasta,1,2.400.000 - 2.400.000
3jzZGReJWoFvR9Vw76CcbFmOhnVZXBdHO6FHWdUe_pYtdCNFz3vwO51ryn6fGPvxWJT-5w==,Kab. Badung,Prov. Bali,Baik Sekali,UNTRIM,Aktif,Universitas Triatma Mulya,Swasta,22,2.500.000 - 7.500.000
6CcqnKYckkbmagIXueAJKniKHiPWvitzrPvDP2CyCf3wy51f5GcTAwwusrjVL8H3F-9RpA==,Kota Padang,Prov. Sumatera Barat,,ATIP PADANG,Alih Bentuk,Akademi Teknologi Industri Padang,Kedinasan,6,
LzY_IaLIOEKcgu8Xs8y-xHpdDf16c5RdaySvhMrD4CuqHr8xvKroZEpohCJGMNVjtuLGtQ==,Kota Makassar,Prov. Sulawesi Selatan,Baik,Unpepabri,Aktif,Universitas Pepabri Makassar,Swasta,5,
U7d8-HyuISwFy9myf7zmXAfPUCLbKPBwSu6lRh7cZB1GteFtiiXQK0TjqfuTO6qDi2ATWQ==,Kab. Aceh Utara,Prov. Aceh,,,Aktif,Sekolah Tinggi Agama Islam Nurul Arafah Panton Labu Aceh Utara,Agama,2,
