id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah
CgLNGb68008LjEwpk30ZTAD2RJlKlyQs3W2zmILNWUZaKsmAO84iPCvvMPWdJOWC5CAkHA==,Kota Bogor,Prov. Jawa Barat,,,Aktif,Akademi Sekretari Dan Manajemen Tunas Harapan,Swasta,3,
9JL0eM0RjboxjI2BniFI6Y9_hf-T_DQ67Ih2qiXWTD3IMiXyyFwEhhVNmgICnGCxQAnC4A==,Kota Medan,Prov. Sumatera Utara,,,Tutup,Akademi Kebidanan Bina Sejahtera Ameta,Swasta,1,
YyNtKDt4g-lT69T_LNeY0Wl_w8qPRQ1SfYbFmv_NQWvdiHpxxeTM9bzhQGv6PRCVZ2QowQ==,Kota Makassar,Prov. Sulawesi Selatan,B,Poltek STIALAN Mks,Aktif,Politeknik STIA LAN Makassar,Kedinasan,4,1.000.000 - 42.000.000
HVh8c06saWSzawbKyeTX5GjjvSoQeZUEt0LWPLD2W2lk-OXGPJ2b52OmU-SEu2ml5jDAPQ==,Kab. Sampang,Prov. Jawa Timur,,STAI MUAFI,Aktif,Sekolah Tinggi Agama Islam Muafi Sampang ,Agama,2,500.000 - 4.300.000
sbcofLk9NDYDkNazWnHHDZp-rU1poyVT7AiyMT5sNQHkuJ_Gr2Jm2NFM95zjOZiIsdqSDg==,Kab. Ogan Komering Ulu Selatan,Prov. Sumatera Selatan,,,Aktif,Politeknik Muara Dua,Swasta,4,
95IkrsZi3z9ozUijxHZDmbMApC_MlwBNYUMtw0UeI2ypqE7rgPkvNCGSiJnXyNjUiUFqCw==,Kota Lhokseumawe,Prov. Aceh,,STKIP Bumi Persada,Alih Bentuk,STKIP Bumi Persada Lhokseumawe,Swasta,5,
3jb3tcd3_A5DQoGL0xjyksp9YX_V8b_xbsbT93PX6gZjqsAQfN4mojSEB0001KoIr_BXSQ==,Kota Surabaya,Prov. Jawa Timur,,UINSA ,Aktif,Universitas Islam Negeri Sunan Ampel ,Agama,66,400.000 - 13.750.000
4uFBnq72WLsHPtHbw1BfK4Rg6wf1GuA0bfY1s1cuDcQ0gItwvLs82_DiKj_W-mEykzWqSA==,Kota Sorong,Prov. Papua Barat,Baik,STPK. ST. BENEDIKTUS,Aktif,Sekolah Tinggi Pastoral Kateketik St. Benediktus  ,Agama,2,1.000.000 - 2.000.000
CfcfoiVFpjrCmnzgjJLiq_7rvn00ReQgeeFSJSmjIA4MgrZrGHoVCNtldBGPYg_xskOMbw==,Kab. Tuban,Prov. Jawa Timur,Baik,ITBT,Aktif,Institut Teknologi dan Bisnis Tuban,Swasta,5,2.500.000 - 2.500.000
2Pi8W_ptUA-rd_azcQraAJr4RJFTAj94_xPoWzVSQFf0nO3yUqJYTLQeLxYKzLVTR_rteQ==,Kab. Bulukumba,Prov. Sulawesi Selatan,Baik,AKTABE,Aktif,Akademi Kebidanan Tahirah Al Baeti Bulukumba,Swasta,1,2.500.000 - 2.500.000
dBdS61xPgbqP079XZ3R223nOrWzF2WMak5-Z4T3GvIv7Q3OoiY5ZXIEocZcxrjtakfoklw==,Kota Surabaya,Prov. Jawa Timur,,STTE,Aktif,Sekolah Tinggi Teologi Excelsius,Agama,3,
QHw1vqFdD8KUJDtqCl9TiB38goA0F3MZbAEtTwr2hOhb96bRDLcBUAhMqF5H4Q36pOw-Ew==,Kab. Musi Banyu Asin,Prov. Sumatera Selatan,Baik,STAIR,Aktif,"STAI Rahmaniyah (STAIR) Sekayu, Musi Banyuasin, Sumatera Selatan",Agama,2,700.000 - 2.000.000
esbk9t_HIVe5mLOgTZGDrG69e6qna0S3Qaqqx1vWc_2moeqNA-N-ilkUyd_tTVtpgWYKJA==,Kab. Minahasa,Prov. Sulawesi Utara,,STTF,Aktif,Sekolah Tinggi Teologi Filadelfia Langowan,Agama,3,
0j2VXx0Dpt_N7VS-MG15zmSokp240GN21o7WuWYP0p0Hcc-gk5JoUxdkWFtz3j3GI53Qjw==,Kab. Tanah Datar,Prov. Sumatera Barat,,STIE Pagaruyung,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Pagaruyung,Swasta,1,
W8AJI8_n0VqqCRdKkGB5asGccdVHGyPik5xDDZObyCcjIa5OCBNLY1juZkKyRE6JxR-E1A==,Kab. Aceh Tengah,Prov. Aceh,,,Aktif,Sekolah Tinggi Ilmu Tarbiyah Al Washliyah Aceh Tengah,Agama,3,
of399O2cB4DYzoo1vcaF5iL4DefvooG9sN8aA9Yn1Iu1JbrzRVXJMFFIWq0HcOv7oz8PgA==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,,Aktif,AMIK Mpu Tantular,Swasta,2,
GXTmfLasXNEIJKzcmtuRV0QsQQExqo6D5Kf2sfzsuxx2ou3JVkTbfbNMf4HZnyDd3huLzg==,Tidak Diisi,Prov. Sulawesi Tengah,,,Aktif,Sekolah Tinggi Teologi Palu,Agama,2,
trpoCW5CVp85xQr0oERQI3ER6dosJR6ZpfBBb-T5pua_4nS6TSmNh3-R1wn6I2v3S1O43A==,Kab. Lampung Tengah,Prov. Lampung,Baik,STMIK Kalirejo,Aktif,Sekolah Tinggi Manajemen Informatika dan Komputer Kalirejo Lampung ,Swasta,2,3.000.000 - 4.200.000
NMZwMR806jo7EYtT05QZmHSOg38I7GvISMRWy3BfsNI_wK-MYwuURmBEq9sMyiwAqSpd5w==,Kota Mataram,Prov. Nusa Tenggara Barat,,,Alih Bentuk,Akademi Bahasa Asing Bumi Gora Mataram,Swasta,1,
zfH_kfNDFk7O9PMia8JNSLfqo915hTLSEZmMpCz9Xngv5OKER7sWsZeh6n9_O361y5Faig==,Kota Bogor,Prov. Jawa Barat,Baik,UNBIN,Aktif,Universitas Binaniaga Indonesia,Swasta,7,4.650.000 - 5.475.000
6KlrIvm0mxdqwMZ2pdXCjqxKyoeD7ltkXdknflxycKgrA1myeoTlLPvYReOWFUcX2RFPKQ==,Kab. Bangka,Prov. Bangka Belitung,Baik,STISIPOL PAHLAWAN 12,Alih Bentuk,STISIPOL Pahlawan 12,Swasta,3,
DE1o76Xm2EDnNAnTffo-MPjyxx84uymkE-r8yMrLeZU2IY8HirZZxKZf46s5hVrLUVlevw==,Kab. Bondowoso,Prov. Jawa Timur,,,Alih Bentuk,Sekolah Tinggi Ilmu Syariah Sayid mohammad Alawi Al Maliki Bondowoso Jawa Timur,Agama,2,
DfoLrmzPw1AZmJsQ1gd0eUh1HiGJbOo6cVFxC6X58OHBpiNx2rytnKgEJo9EoNGWLNFY0w==,Kab. Sampang,Prov. Jawa Timur,,ITTB Nata Al-Muafa,Alih Bentuk,Institut Teknologi dan Bisnis Nazhatut Thullab Al-Muafa Sampang,Swasta,3,
NVvWKIzWAWWEBdg8RZpzkvkkPvwwajz9nwGsb0PlN46_hKMjZTM4uLVwyoqCpU5Kg8GdAg==,Kota Bandung,Prov. Jawa Barat,Baik,A2B,Aktif,Akademi Akuntansi Bandung,Swasta,1,2.400.000 - 2.400.000
Fu-vqT8c4oflACCB_deQeuV2p6ZZIiCQ7b3qrt3reloye5QI4guVdiJxHT-dgX229UavHg==,Kab. Bantul,Prov. D.I. Yogyakarta,Baik,AAK Manggala,Aktif,Akademi Analis Kesehatan Manggala Yogyakarta,Swasta,2,6.800.000 - 8.600.000
uFU5_5sAJRURZPHZXmJoJdxifO2hfG0_HNF5TLNmf5Bze4U0KcReh0XbETfYcc5aZM0Mfw==,Kota Palembang,Prov. Sumatera Selatan,Baik,,Aktif,Sekolah Tinggi Ilmu Pertanian Sriwigama,Swasta,3,1.750.000 - 1.750.000
0fUgFFkISoM8D9B3VF0kyIoPNhfVSd3sBFx5GGVJnaD34UU5UaxKYvvCA8iqVLN2cplU8g==,Kab. Ogan Komering Ulu,Prov. Sumatera Selatan,,STIT NURUSSALAM,Aktif,Sekolah Tinggi Ilmu Tarbiyah Nurussalam ,Agama,2,
oZi6aHtGSXPyEVhjSVpFK68nFC4tVmbDpOdVzijcXb3TNrWjUBLHTb9hfAu3I6bmTrHHPA==,Kab. Timor Tengah Utara,Prov. Nusa Tenggara Timur,Baik,AKBID Kefamenanu,Aktif,Akademi Kebidanan Santa Elisabeth Kefamenanu ,Swasta,1,3.850.000 - 4.000.000
Q1xMGHTBiOcYgx6XilacIipaEmGGlTL5eLlrOlj04EU00fKwfDXbHQzckt7nu7F-tH4I6A==,Kota Denpasar,Prov. Bali,,,Alih Kelola,Politeknik Widya Dharma Bali,Swasta,3,
zs_Fhj04atwsf1zH-B4J-rU60lWkSp7yXojBZ9dzg2rZgsV29yrUy1wBEfpiheVroYelOg==,Kab. Tenggamus,Prov. Lampung,Baik,STEBI Tanggamus ,Aktif,Sekolah Tinggi Ekonomi dan Bisnis Islam Tanggamus Lampung,Agama,2,
LqGVHoS8qr1xhM7ltoeJI72JdEUo7SFeaHY5o_GS1ubWyRy7Zk_-MTYhvlkYOaH1FVSqxw==,Kab. Muaro Jambi,Prov. Jambi,,INISMA JAMBI,Aktif,Institut Islam Muaro Jambi,Agama,6,
cJzfr7qWpLfVqukqGwc1JneEbSVeRsR-OzS4lwIzrhuUYedcggh3vSN5acZp9Zx4K8bbeA==,Kab. Bangka,Prov. Bangka Belitung,Baik,AK DBB,Aktif,Akademi Komunitas Dharma Bhakti Bangka,Swasta,1,1.450.000 - 1.450.000
PM0yNxrh05IcOcZ2MVkj3dNT-0PWqaSWx5fDBHKa7kTTkrIcVMJD1d1ehd5Y1DPxKIUDyw==,Kota Pekanbaru,Prov. Riau,,STIE PRAKARTI MULYA,Alih Bentuk,STIE Prakarti Mulya,Swasta,6,
qYhi4n7GNx0qLrgOVrXMCQwGtmdY-vx3Ms1AOS7ovtDB86--YdXqW-aQQUv1hNH-RkLvTw==,Kota Bogor,Prov. Jawa Barat,,,Alih Bentuk,Sekolah Tinggi Ilmu Komputer Binaniaga,Swasta,5,
BhmcniSXerK62x0jbqUtFasMHtabOttdgMj5j62XBXCgasW33_8MsoxLnus7CNaEqQFX8Q==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,ABA PRAWIRA MARTHA,Tutup,Akademi Bahasa Asing Prawira Marta Jakarta,Swasta,1,
W7X1Eqqj4iXfVC7pCT0FVwPfOgXnjNT8U4lWkdWkRNGcG8jqWNsnULKjPorqwavIFXwiCQ==,Kab. Lampung Selatan,Prov. Lampung,,,Pembinaan,"STIS Darussalam, Lampung Selatan, Lampung",Agama,2,
G3si5tASiBxFui1Df0CwmHaKXjttVi0cxHiTjhXp4YQamOSVExguBszXXNsqKZ-u6-78Sw==,Kota Semarang,Prov. Jawa Tengah,Baik,UNKARTUR,Aktif,Universitas Nasional Karangturi Semarang,Swasta,10,250.000 - 9.587.500
ISaBchM8P2wVJVqkBjeIqeetAb8Uc36VdbBlHZrgZXZtO6FZ44W64LFwvU8meX0MouFMVw==,Kota Ternate,Prov. Maluku Utara,B,Universitas Khairun,Aktif,Universitas Khairun,Negeri,54,20 - 25.000.000
L94txUiWCES4n51zAu_L4SvyOkeqQ2x1jebi3CD5M8GNlsK0m2IWuubQpFL6ETFr6R-BeQ==,Kota Jakarta Barat,Prov. D.K.I. Jakarta,A,STIE Trisakti,Aktif,Sekolah Tinggi Ilmu Ekonomi Trisakti,Swasta,3,930.000 - 13.260.000
PbXKaGK1Wh9-fg_pbR0ThpIQ18J_IpbxoNQmSEn0NftubMHUxz9-hxGvo8TjYtxvdnsjXQ==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,STIE Dwipa Wacana,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Indonesia Raya,Swasta,2,
MUFoEjOfUgJBo_UWQhV-QzZIwy3K5aCi1EkYLvaXPXo_tnuMyEfSCNDIjX4egNGQmtWKVg==,Kota Surabaya,Prov. Jawa Timur,Baik,SEKOLAH TINGGI ILMU ,Aktif,Sekolah Tinggi Ilmu Kesehatan Hang Tuah Surabaya,Swasta,6,6.650.000 - 14.700.000
CWgeRiS6lMRVzrM0ewjU1GTybF8_05PIoD5PVvZl4Q54o8DyhrbHeC1FCU-HWEYw70vrpQ==,Kota Salatiga,Prov. Jawa Tengah,,akbid bhakti nusanta,Tutup,Akademi Kebidanan Bhakti Nusantara Salatiga,Swasta,1,
CTp6dkt4zUiGJEXaidNm_UtbT0pOqaImyXZwQbjcLmporaV2NgxRZ_Uf16hxa5ScEbJdUg==,Kota Pagar Alam,Prov. Sumatera Selatan,,,Alih Bentuk,Sekolah Tinggi Manajemen Informatika dan Komputer Lembah Dempo,Swasta,1,
RymlVYE03v-1PNLGY-8hNcURwDtVyvRyA9zEN9XAxmXowYeQXKOFRKIF71rtI__VwMrEGQ==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Baik,AMP Jakarta,Aktif,Akademi Maritim Pembangunan Jakarta,Swasta,3,6.700.000 - 9.515.999
nXzv70-usuBVaB5b07-6PcX6WhhXGO-DF36Lz8RfRpSi74jZOPdArTGBgD7wbP_YxmAIdQ==,Kota Makassar,Prov. Sulawesi Selatan,,STIKES GEMA,Aktif,STIKES Graha Edukasi,Swasta,5,3.000.000 - 6.000.000
96Z30A0JSc4N7GqDSJtomCFyErAqK5HBb4QBDsPD23KHtu0v0o9TT7duArwE5FhhBmGmHQ==,Kota Manado,Prov. Sulawesi Utara,,,Aktif,Akademi Manajemen Informatika Dan Komputer Makassar ,Swasta,1,
Gujh6il7PmZef_Xl3p-FoCrUlezBkK9C-f5MMDhylAAUubfsFJ2LWca40iuoPKtVMtuGxQ==,Kota Denpasar,Prov. Bali,Baik,Sekolah Tinggi Teolo,Aktif,Sekolah Tinggi Teologi Kingdom Bali,Agama,6,3.812.500 - 5.750.000
Yld0IrlBUN_iV30LB6ENJ_fwBG0z1hqZjbbPpa0q9LjwAK7rptLuZtmVCta-gOKoZqnMrw==,Kab. Minahasa,Prov. Sulawesi Utara,,,Aktif,STAK Negeri Manado,Agama,9,
VhtdyFnS0hkHEY86OGZHMr6JZZObvvkCfuA_cv8tq7ow7r5uhTWtuy57_oYvolKvSQqf7g==,Kota Tangerang,Prov. Banten,B,SGU,Aktif,Universitas Swiss German,Swasta,14,3.000.000 - 22.000.000
sV7sed9qGSBBDz_KLSRt9dOpdrkY9tVR-EhcUZFaXtKjvEIO34B2vM4c-ppQesdk3M_6Qw==,Kab. Nias Selatan,Prov. Sumatera Utara,,STIE Nias Selatan,Alih Bentuk,STIE Nias Selatan,Swasta,2,
InQRUq3HU2pQwlmY0DB-4PxpOrl09xDdKktcFb_qbFF-3dF5FVSTn8U5oKQKX1rqd23QVg==,Kota Surabaya,Prov. Jawa Timur,,STTHF,Aktif,Sekolah Tinggi Teologi Happy Family,Agama,4,
8hkh_jEyux_vQ-f--7lxxnwzEwUaT8BOKZLUyTeltE2a0t2i9YR9saXhG44hXafxAi-1Ww==,Kab. Kupang,Prov. Nusa Tenggara Timur,Baik,Politeknik KP Kupang,Aktif,Politeknik Kelautan dan Perikanan Kupang,Kedinasan,3,
VUlA_tujGNk4Xbt39YYZwWVAgRAL83NvXnWDNfS7bsqo7u55IITUZY_WlfRtTnKIQtBjpw==,Kab. Kuningan,Prov. Jawa Barat,,POLTEKES KMC KUNINGA,Aktif,Politeknik Kesehatan KMC Kuningan,Swasta,3,
J_i6BWkFju9-pfMJh80GeS7ncQloFDazLB0bI_WPgq9vlsBXcBaz-i2BhFoz6Y8EPxUbUQ==,Kab. Tapanuli Utara,Prov. Sumatera Utara,,,Alih Bentuk,Akademi Kebidanan Tarutung Pemkab Tapanuli Utara,Kedinasan,1,
FtlSyQ0PVpSfWfpXgKex5NYD6dpfGo7kwpH_L2_bSFejiiA4b4IaBSIEbLgnkYgyFY2NGA==,Kab. Dharmas Raya,Prov. Sumatera Barat,,STIKES Dharmasraya,Alih Bentuk,STIKES Dharmasraya,Swasta,3,
2JaAv0hmi55QGNFYY8yl8BgTphSCT8PIupu3M7fLwQ1ie4x804jfWKdZ0wLLIGSOZgkmVw==,Kota Makassar,Prov. Sulawesi Selatan,Baik,AKFAR YAMASI,Aktif,Akademi Farmasi Yamasi Makassar ,Swasta,1,
O7uDvFXblnMKuP2ZVlMdmyu-js4Wzi68Z7JTBjS4Kt-iDn5wehC_YMUVB_MTcdrkxDfI_w==,Kota Semarang,Prov. Jawa Tengah,,asekma,Alih Bentuk,Akademi Sekretari Dan Manajemen Santa Anna,Swasta,1,
QzTXxfY89GOuGwWfMDaIuhyKzrDbwpfVUIFQXLxR9VF1N3-rAfRMi1IkZgDlevFNQYA9Gg==,Kab. Lombok Tengah,Prov. Nusa Tenggara Barat,Baik,STMIK LOMBOK,Aktif,STMIK Lombok,Swasta,2,2.800.000 - 2.800.000
kEMh6D-sZdDtfgGFRcJ_22V5_a57qodv14WJdOZ0q0G_VfICnW6gRr9FQz52WEv6UKC-cQ==,Kab. Bantul,Prov. D.I. Yogyakarta,,,Aktif,Universitas Islam Mulia Yogyakarta,Swasta,8,
fLrL3xAgs5XpdRluvMfb4IX3rNJr2vaqsF-rdGMxdpEY00IyS88eiD7mHSA9xT93ezE2sA==,Kab. Manggarai,Prov. Nusa Tenggara Timur,Baik,STIPAS ST. SIRILUS R,Aktif,STIPAS St.Sirilus Ruteng ,Agama,2,1.000.000 - 4.500.000
Mhdv5ABvKyNElYV0Y0xJJXub1u1KYpY37key4Wo_6Vh1XSMoh5H2LhzgzSDzsedIGbq_JQ==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,,Alih Bentuk,Akademi Keperawatan RSU FK-UKI,Swasta,1,
jazILbVUDBAKB_lQJWKd6M5xJ4oui9797Pl_lanjMLvrz5mfEd0md4Y7aGWfuSTQKOsU9g==,Kab. Muna,Prov. Sulawesi Tenggara,,STIKES Karya Persada,Alih Bentuk,STIKES RSU Daya Makassar,Swasta,4,
AopKG4kP286REWrPop8wIQA_f_cFFJz4KrTawPkvS2K5dI5uqJ1tOGtqIc8pm-pTGwqBkQ==,Kab. Pacitan,Prov. Jawa Timur,Baik,STAINU PACITAN,Aktif,STAI Nahdlatul Ulama (STAINU) Pacitan,Agama,3,2.400.000 - 2.400.000
-d1EWjOHlU4cPMPMqlZrswm2hAmLwTKLtbSy-zt9xL2fLbhZaeMSTV5ZusrVVTRooLoHkw==,Kab. Pontianak,Prov. Kalimantan Barat,Baik,STT ATI,Aktif,Sekolah Tinggi Teologi ATI Anjungan Pontianak,Agama,4,
qRgd6_MhCilCgK-WJp7ox4YEx05RJqizL4IJcrIY8Uljkw0VLZLCTa4xxbSnO9THi0wEPQ==,Kab. Tangerang,Prov. Banten,Baik,STBA TECHNOCRAT,Aktif,Sekolah Tinggi Bahasa Asing Technocrat,Swasta,2,500.000 - 6.000.000
mnYIq_aUbvCLjQBkCC30BqdkCMxAwM-bJmoEJjDXBy_v1qHfU2fSc5vMaVkdO91wpXTjXw==,Kab. Muna,Prov. Sulawesi Tenggara,,Akper Pemkab Muna,Aktif,Akademi Keperawatan Pemkab Muna,Kedinasan,1,
eBgKlsZtBA4gkpZ-f3ANpcQSKUPoakovgSHpesH6W4AH0-6Cu_KujPRrJwVJiNE85xUZPQ==,Kab. Badung,Prov. Bali,Unggul,UNUD,Aktif,Universitas Udayana,Negeri,171,500.000 - 45.000.000
_3Y95iRK3CV04QloHKaB8wR2MFvsuvw9oqBaSDg4WANIZPSNq7ZMPiNwcNC1TkdN9FuzFg==,Kota Jayapura,Prov. Papua,,,Aktif,Akademi Sekretari Dan Manajemen Indonesia Jayapura,Swasta,2,
10bnpBgZ8_449M_6KU1yYdo2K15qPmNzLdanC-xXtn5Bczo7eemQh6ymzAvYNEWFGJf6kw==,Kota Medan,Prov. Sumatera Utara,B,UKST,Aktif,Universitas Katolik Santo Thomas,Swasta,31,200.000 - 40.000.000
ovzGFxWLu1WH8T1DvAq2K_MyHaAMKZ52IcF3ZB66Au_-SkPfO3ktKI-ne7kYP8-rBYriaw==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,,ATGI,Aktif,Akademi Teknologi Grafika Indonesia Jakarta,Swasta,1,
ofZGtQYMyEdEQiV6As8Ou6YRjEmFEBQRwxHtSu0krXO951BU15wmFsTMoqg6uHO8s8zB0Q==,Kab. Cilacap,Prov. Jawa Tengah,,AKBID GMC,Alih Bentuk,Akademi Kebidanan Graha Mandiri Cilacap,Swasta,1,
xu96oePp6JBsw17jC5Qn9K49GAZzno-HCRYJdJIJy1lV1HXozf64Bn8_YOBHvoa8unBLHg==,Kota Banda Aceh,Prov. Aceh,B,UBBG,Aktif,Universitas Bina Bangsa Getsempena,Swasta,17,3.115.000 - 6.000.000
6lNRKTiBjC7Ps_FLSMumeFVDgpwJkKi_FOmCgrPDznIYoLk7ScaJevSnEoGVD3TqbjHdrw==,Kota Banjarbaru,Prov. Kalimantan Selatan,Baik,UNBL,Aktif,Universitas Borneo Lestari,Swasta,9,100.000 - 20.000.000
zs0rpDj-n6gzur5YrStW-C5BhS7KAyDNAnHoBEagnDW21YK5PLwXr85BBLDX8fn35Wj6NQ==,Kab. Muara Enim,Prov. Sumatera Selatan,,UNSAN,Aktif,Universitas Serasan,Swasta,6,1.150.000 - 3.450.000
lePJ6X5QM4wyF3EgaXkhhqu0TxMhXfKlOklIeZ_Y9fa_oo_PIkErZXf0SvF06-cdimWknA==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Baik,,Aktif,Universitas Borobudur,Swasta,20,200.000 - 9.500.000.000
v1uoKv5HYLvAgpXmKEqRaattBkv3mvzAXLpevzCq-T11QsX0dwhd0bT7u4hx1b4SNyWHQg==,Kab. Dairi,Prov. Sumatera Utara,Baik,,Aktif,Sekolah Tinggi Ilmu Ekonomi Profesional Indonesia,Swasta,3,
6cSaRP4FKBEKbBaMaTutpMrWeeBhyaPAdC4QuDqkRbzkUrWrg6xeTkewUyjIALP8Q5eqJw==,Kota Pekanbaru,Prov. Riau,,,Alih Bentuk,Akademi Keperawatan Dharma Husada Pekanbaru,Swasta,1,
ERkO5NyCjbRpXIEiGeZqh6Bq4T2n1_1r7wWJIuX8_UO-Iv_skRHB2hWSIgXhFn2MLgf_Hw==,Kota Surabaya,Prov. Jawa Timur,B,stie yapan,Aktif,Sekolah Tinggi Ilmu Ekonomi YAPAN,Swasta,3,
4wz32_NM8xraJYrTFtgudRjhXVCGIIt1BhE_53mhjX8Tyd9k5FnzqAavmlHLYh3ZwJyFDw==,Kota Yogyakarta,Prov. D.I. Yogyakarta,,,Aktif,Sekolah Tinggi Manajemen Informatika dan Ilmu Komputer El Rahma Yogyakarta,Swasta,7,
7NOmGXs5FG10tMoZy-sLL8L7zLdk1oPDYx2-Cw55oXPqSLqqq0w8XdHWFuMTjVjUvyfEWA==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,STTK Hatawana,Tutup,Sekolah Tinggi Teknologi Kelautan Hatawana,Swasta,1,
Xf53nKXJ4A3GIDSU9NkKtZ_LEAZDdUiOYKmyTb2g3oIaeosXUb7ht1tyDwzfIJcfG81Yow==,Kab. Bulukumba,Prov. Sulawesi Selatan,Baik,,Aktif,Sekolah Tinggi Agama Islam Imam Bukhori Bulukumba,Agama,2,
oPD7XXUeUIgF1ymXzkBGSBAq6e0u6DfUtgWngldUxc-UcB-PWB34MTmirGHyJHT0T5c5cA==,Kota Bitung,Prov. Sulawesi Utara,Baik,STIE PETRA,Aktif,Sekolah Tinggi Ilmu Ekonomi Petra,Swasta,2,
tYdA2kNic6iwXrwHhp1IYxfiadVWXR05uNxueHFaU-lM0X_d9T5KPFAu_7tcEhlt6tIDzg==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Baik,STIKes MRHJ,Aktif,Sekolah Tinggi Ilmu Kesehatan Mitra Ria Husada Jakarta,Swasta,6,2.450.000 - 15.712.000
9vJWUnlSzrtuCpAVEx73ncC2oF2O0UKCYg1dq9ueHRtBYy6DV4po_ajI7vw_sQLGVdpeKQ==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,Akper PELNI,Aktif,Akademi Keperawatan Pelni,Swasta,1,
H1zo6OGDzKa3XV-f8IwqUx8TPi_Mdxzwa2-bkKLG_xp2rhs7waxc0idKn_Qc5W4ymtRBvQ==,Kota Ternate,Prov. Maluku Utara,Baik,AKBID WK,Aktif,Akademi Kebidanan Wijaya Kusuma Malang,Swasta,1,4.500.000 - 4.500.000
aqurVbhd4zzYFKDqZS25Bt585APlpkLQfnopIkFxW2BmJStan19A3AioRI3qk1WH6MpwVQ==,Kota Lhokseumawe,Prov. Aceh,,Akbid Darussalam,Alih Bentuk,Akademi Kebidanan Darussalam,Swasta,1,
kkClzfTie0HRKdtXnX0snmwb5Dq5M9xPOUwfINxv_QoDYDyu-aA1jn8jJZ8WW23XNNZr9g==,Kota Medan,Prov. Sumatera Utara,Baik,STIE IBMI MEDAN,Aktif,STIE IBMI Medan,Swasta,2,2.000.000 - 2.000.000
DySYj5V8CDkVfdEnf4yPYtaO0KDOQmO6RQUiPtmK-561uh6tZuWUkb8yQQxEAg7lWj5h9w==,Kota Kendari,Prov. Sulawesi Tenggara,,,Tutup,Akademi Bahasa Asing Barakati Kendari,Swasta,1,
78SxbVngwEYMW72InCEaOMR9rRB4xzuJXN7lFj_fF8iocsDH7vD09t4iyWqg5iS_eQGuww==,Kota Bandung,Prov. Jawa Barat,,,Tutup,Sekolah Tinggi Teknologi Nasional Bandung,Swasta,5,
aWN8IE-C02HOkoB7nXI8Vs8GOrUtw9xfG-3nCarDJLoXmm1ehEwaIy_zByOEsGLKI68o7w==,Kota Palopo,Prov. Sulawesi Selatan,,AMIK Ibnu Khaldun Pa,Aktif,AMIK Ibnu Khaldun Palopo,Swasta,3,
ZmtfS_CJ1CG6LZeWcV8TuscsuKdgHKAsAALCoRuK1QgHBuluFTltaSWM-2dHPPF7Au01tA==,Kota Makassar,Prov. Sulawesi Selatan,Baik,STIK GIA MAKASSAR,Aktif,STIKES Gema Insan Akademik,Swasta,4,3.000.000 - 4.000.000
I9yL7IEwgj0DnRRMC89CGrX_MMeITNL46MWIbi1mMqXQb_J_dgsQShCOP9K22u7vISh6Bg==,Kab. Rembang,Prov. Jawa Tengah,,STIE YPPI Rembang,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi YPPI,Swasta,3,
YHJeyznTu3iR4B5T8ODLTmT9PFSaMSxDEKifkIIsWeliTVHyRYgjYfNSQkJfAHfyoSycaQ==,Kota Serang,Prov. Banten,Baik,,Aktif,Universitas Muhammadiyah Banten,Swasta,7,3.000.000 - 3.000.000
MaaeEqORHNXWsvvWEjheDMBBTPaxBPY6-6X9i4D-RrgRdovmamRJN-HUq_NUikjYi1iNsw==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,,Akper Antariksa ,Alih Bentuk,Akademi Keperawatan Antariksa,Swasta,1,
neEM8oF2HCSGWmiaVITQi8l963B5RzcFSH8jnrknxAYYT0oWbcgLZ1zt_Ln-DhvBIgXMVA==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,,Tutup,STKIP Albana,Swasta,1,
xq0JI41ib9n0JXqrxTPOMA0a8so4ExKYA_6zUF0mh0ssb_smj8GmDcZ89EC3Tm_hWeyCIQ==,Kota Banjarmasin,Prov. Kalimantan Selatan,,IAIN Antasari Banjar,Alih Bentuk,IAIN Antasari Banjarmasin,Agama,33,
o3GIXvMsJ8vGxFdSjZFxwut3JL_WGhIZGWWO-38Uz6ZulNTBuIikw5filq0zEOtXi-n6aQ==,Kab. Siak,Prov. Riau,,,Alih Bentuk,Akademi Kebidanan Salma,Swasta,1,
cxY3QK8O2vuo0WbAWHsWUX7bVltAakO2FL1nEWDRsyJcci6PqXd23kpwR37ebTDeapsdCQ==,Kab. Jember,Prov. Jawa Timur,,,Aktif,Akademi Komunitas Kopi Al-Hasan,Swasta,1,
